title,url,content,categories,date_scraped
Haitian Revolution,https://en.wikipedia.org/wiki/Haitian_Revolution,"The Haitian Revolution (French: Révolution haïtienne ʁevɔlysjɔ̃ a.isjɛn or Guerre de l'indépendance; Haitian Creole: Lagè d Lendependans) was a successful insurrection by self-liberated slaves against French colonial rule in Saint-Domingue, now the sovereign state of Haiti. The revolution was the only known slave uprising in human history that led to the founding of a state which was both free from slavery (though not from forced labour) and ruled by non-whites and former captives. The revolt began on  August , and ended in  with the former colony's independence. It involved black, biracial, French, Spanish, British, and Polish participants—with the ex-slave Toussaint Louverture emerging as Haiti's most prominent general. The successful revolution was a defining moment in the history of the Atlantic World and the revolution's effects on the institution of slavery were felt throughout the Americas. The end of French rule and the abolition of slavery in the former colony was followed by a successful defense of the freedoms the former slaves had won, and with the collaboration of already free people of color, of their independence from white Europeans. The revolution was the largest slave uprising since Spartacus' unsuccessful revolt against the Roman Republic nearly , years earlier, and challenged long-held European beliefs about alleged black inferiority and about slaves' ability to achieve and maintain their own freedom. The rebels' organizational capacity and tenacity under pressure inspired stories that shocked and frightened slave owners in the hemisphere.",Haitian Revolution | Saint-Domingue | Military history of the Caribbean | Wars involving Haiti | French Revolutionary and Napoleonic Wars,2025-06-22 19:38:10
Haiti,https://en.wikipedia.org/wiki/Haiti,"Haiti,b officially the Republic of Haiti,cd is a country on the island of Hispaniola in the Caribbean Sea, east of Cuba and Jamaica, and south of the Bahamas. It occupies the western three-eighths of the island, which it shares with the Dominican Republic. Haiti is the third largest country in the Caribbean, and with an estimated population of . million, is the most populous Caribbean country. The capital and largest city is Port-au-Prince. Haiti was originally inhabited by the Taíno people. In , Christopher Columbus established the first European settlement in the Americas, La Navidad, on its northeastern coast. The island was part of the Spanish Empire until , when the western portion was ceded to France and became Saint-Domingue, dominated by sugarcane plantations worked by enslaved Africans. The – Haitian Revolution made Haiti the first sovereign state in the Caribbean, the second republic in the Americas, the first country in the Americas to officially abolish slavery, and the only country in history established by a slave revolt. The th century saw political instability, international isolation, debt to France, and failed invasions of the Dominican Republic, including a costly war. U.S. forces occupied Haiti from  to , followed by dictatorial rule of the Duvalier family (–). After a coup d'état in , the United Nations intervened. In the s, a catastrophic earthquake and a deadly cholera outbreak devastated the country. Historically poor and politically unstable, Haiti has faced severe economic and political crises, gang activity, and the collapse of its government. One of the world's least developed countries, and with no elected officials remaining, Haiti has been described as a failed state. Haiti is a founding member of the United Nations, Organization of American States, Association of Caribbean States, and the Organisation internationale de la Francophonie. In addition to CARICOM, it is a member of the International Monetary Fund, World Trade Organization,",Haiti | Countries in the Caribbean | Former Spanish colonies | Former French colonies | French Caribbean,2025-06-22 19:38:12
Toussaint Louverture,https://en.wikipedia.org/wiki/Toussaint_Louverture,"François-Dominique Toussaint Louverture (French: fʁɑ̃swa dɔminik tusɛ̃ luvɛʁtyʁ, English: /ˌluːvərˈtjʊər/) also known as Toussaint L'Ouverture or Toussaint Bréda ( May  –  April ), was a Haitian general and the most prominent leader of the Haitian Revolution. During his life, Louverture first fought and allied with Spanish forces against Saint-Domingue Royalists, then joined with Republican France, becoming Governor-General-for-life of Saint-Domingue, and lastly fought against Bonaparte's republican troops. As a revolutionary leader, Louverture displayed military and political acumen that helped transform the fledgling slave rebellion into a revolutionary movement. Along with Jean-Jacques Dessalines, Louverture is now known as one of the ""Fathers of Haiti"". Toussaint Louverture was born as a slave in the French colony of Saint-Domingue, now known as Haiti. He was a devout Catholic, and was manumitted as an affranchi (ex-slave) before the French Revolution, identifying as a Creole for the greater part of his life. During his time as an affranchi, he became a salaried employee, an overseer of his former master's plantation, and later became a wealthy slave owner himself; Toussaint Louverture owned several coffee plantations at Petit Cormier, Grande Rivière, and Ennery. At the start of the Haitian revolution he was nearly  years old and began his military career as a lieutenant to Georges Biassou, an early leader of the  War for Freedom in Saint-Domingue. Initially allied with the Spaniards of neighboring Santo Domingo, Louverture switched his allegiance to the French when the new Republican government abolished slavery. Louverture gradually established control over the whole island and used his political and military influence to gain dominance over his rivals. Throughout his years in power, he worked to balance the economy and security of Saint-Domingue. Worried about the economy, which had stalled, he restored the plantation system using paid labor; negotiated trade",1743 births | 1803 deaths | 18th-century rebels | Haitian commanders of the Napoleonic Wars | 19th-century generals,2025-06-22 19:38:12
Jean-Jacques Dessalines,https://en.wikipedia.org/wiki/Jean-Jacques_Dessalines,"Jean-Jacques Dessalines (Haitian Creole: Jan-Jak Desalin; French pronunciation: ʒɑ̃ ʒak dɛsalin;  September  –  October ) was the first Haitian Emperor, leader of the Haitian Revolution, and the first ruler of an independent Haiti under the  constitution. Initially regarded as governor-general, Dessalines was later named Emperor of Haiti as Jacques I (–) by generals of the Haitian Revolutionary army and ruled in that capacity until being assassinated in . He spearheaded the resistance against French rule of Saint-Domingue, and eventually became the architect of the  massacre of the remaining French residents of newly independent Haiti, including some supporters of the revolution. Alongside Toussaint Louverture, he has been referred to as one of the fathers of the nation of Haiti. Under the rule of Dessalines, Haiti became the first country in the Americas to permanently abolish slavery. Dessalines served as an officer in the French army when Saint-Domingue was fending off Spanish and British incursions. Later he rose to become a commander in the revolt against France. As Toussaint Louverture's principal lieutenant, he led many successful engagements, including the Battle of Crête-à-Pierrot. In , Louverture was betrayed and captured, and sent to prison in France, where he died. Thereafter, Dessalines became the leader of the revolution and Général-Chef de l'Armée Indigène on  May . His forces defeated the French army at the Battle of Vertières on  November . Saint-Domingue was declared independent on  November and then as the independent Republic of Haiti on  January , under the leadership of Dessalines, chosen by a council of generals to assume the office of governor-general. He ordered the  Haitian massacre of the remaining French population in Haiti, killing between , and , people, including women and children, and an exodus of thousands. Some modern historians classify the massacre as a genocide due to its systemic nature. Some historians cite the threat of a Fre",1758 births | 1806 deaths | 18th-century Haitian people | 18th-century rebels | 18th-century slaves,2025-06-22 19:38:13
History of Haiti,https://en.wikipedia.org/wiki/History_of_Haiti,"The recorded history of Haiti began in , when the European captain and explorer Christopher Columbus landed on a large island in the region of the western Atlantic Ocean that later came to be known as the Caribbean. The western portion of the island of Hispaniola, where Haiti is situated, was inhabited by the Taíno and Arawakan people, who called their island Ayiti. The island was promptly claimed for the Spanish Crown, where it was named La Isla Española (""the Spanish Island""), later Latinized to Hispaniola. By the early th century, the French had built a settlement on the west of Hispaniola and called it Saint-Domingue. Prior to the Seven Years' War (–), the economy of Saint-Domingue gradually expanded, with sugar and, later, coffee becoming important export crops. After the war which had disrupted maritime commerce, the colony underwent rapid expansion. In , it exported indigo, cotton and  million pounds of raw sugar. By the end of the century, the colony encompassed a third of the entire Atlantic slave trade. In , slaves staged a revolt which led to the Haitian Revolution. André Rigaud, leader of the revolution, forced the French to withdraw. When Toussaint Louverture declared independence in , Napoleon sent an invasion force to coerce the Haitians. After the death of Toussaint while in imprisonment by the French, the Generals Jean-Jacques Dessalines, Henri Christophe, and Alexandre Pétion laid heavy battle against Charles Leclerc, the leader of the French invasion. As the tide of the war turned in favor of the Haitians, Napoleon abandoned the invasion, which led to Dessalines declaring the independence of Haiti in . Dessalines orchestrated a massacre of the remaining French population in Haiti, resulting in over , deaths. Men, women, and children were killed as revenge for Napoleon's invasion. Whites were hanged from gallows along the coast, signaling to passing ships that Haiti had purged itself of Europeans. Soon after independence, Haiti was proclaimed an em",History of Haiti | American colonization movement,2025-06-22 19:38:14
Slavery in Haiti,https://en.wikipedia.org/wiki/Slavery_in_Haiti,"Slavery in Haiti began at an unknown time with slavery being practiced by the native populations when Europeans first arrived on the island in . Europeans engaged in forced labor of the native population until that community was  decimated by disease. To replace the diminished native labor, enslaved Africans began being imported in earnest during the th century. By the early th century the Saint-Domingue (modern day Haiti) was a slave society with the majority of the population enslaved. In response to the conditions of slavery, the ideals of the French Revolution, and the disproportion amount of enslaved to free people, Haiti was the site of a slave revolt that became the Haitian Revolution. Slavery was abolished during the revolution but afterwards forced labor was brought back by some leaders, believing a plantation-style economy was the only way for Haiti to succeed. Unpaid labor is still widely practiced in Haiti. As many as half a million children are unpaid domestic servants called restavek, who routinely suffer physical and sexual abuse. Additionally, human trafficking, including child trafficking, and sex trafficking are significant problems in Haiti, in particular impacting people migrating to the Dominican Republic. Many of these issues have been exasperated by natural disasters and instability. Haiti has the second-highest incidence of slavery in the world, behind only Mauritania and the U.S. State Department's Office to Monitor and Combat Trafficking in Persons has placed the country in the ""Tier  Watchlist"" since .",Slavery in Haiti | Social history of Haiti | Human rights abuses in Haiti | Reparations for slavery,2025-06-22 19:38:16
Jamaica,https://en.wikipedia.org/wiki/Jamaica,"Jamaicaa is an island country in the Caribbean Sea and the West Indies. At , square kilometres (, sq mi), it is the third-largest island—after Cuba and Hispaniola—of the Greater Antilles and the Caribbean. Jamaica lies about  km ( nmi) south of Cuba,  km ( nmi) west of Hispaniola (the island containing Haiti and the Dominican Republic), and  km ( nmi) southeast of the Cayman Islands (a British Overseas Territory). With . million people, Jamaica is the third most populous Anglophone country in the Americas and the fourth most populous country in the Caribbean. Kingston is the country's capital and largest city. The indigenous Taíno peoples of the island gradually came under Spanish rule after the arrival of Christopher Columbus in . Many of the indigenous people either were killed or died of diseases, after which the Spanish brought large numbers of Africans to Jamaica as slaves. The island remained a possession of Spain, under the name Santiago, until , when England (part of what would become the Kingdom of Great Britain) conquered it and named it Jamaica. It became an important part of the colonial British West Indies. Under Britain's colonial rule, Jamaica became a leading sugar exporter, with a plantation economy dependent on continued importation of African slaves and their descendants. The British fully emancipated all slaves in , and many freedmen chose to have subsistence farms rather than to work on plantations. Beginning in the s, the British began using Chinese and Indian indentured labourers for plantation work. Jamaicans achieved independence from the United Kingdom on  August . Jamaica is a parliamentary constitutional monarchy, with power vested in the bicameral Parliament of Jamaica, consisting of an appointed Senate and a directly elected House of Representatives. Andrew Holness has served as Prime Minister of Jamaica since March . Jamaica is a Commonwealth realm, with Charles III as its king; the appointed representative of the Crown is the Governor",Jamaica | Greater Antilles | Countries in the Caribbean | Island countries | Countries and territories where English is an official language,2025-06-22 19:38:17
History of Jamaica,https://en.wikipedia.org/wiki/History_of_Jamaica,"The Caribbean Island of Jamaica was initially inhabited in approximately  AD or  AD by the Redware people, often associated with redware pottery. By roughly  AD, a second wave of inhabitants occurred by the Arawak tribes, including the Tainos, prior to the arrival of Columbus in . Early inhabitants of Jamaica named the land ""Xaymaca"", meaning ""land of wood and water"". The Spanish enslaved the Arawak, who were ravaged further by diseases that the Spanish brought with them. Early historians believe that by , the Arawak-speaking Taino tribes were extinct. However, some of the Taino escaped into the forested mountains of the interior, where they mixed with runaway African slaves, and survived free from first Spanish, and then English, rule. The Spanish also captured and transported hundreds of West African people to the island for the purpose of slavery. However, the majority of Africans were brought into Jamaica by the English. In , the English invaded Jamaica, and defeated the Spanish. Some African enslaved people took advantage of the political turmoil and escaped to the island's interior mountains, forming independent communities which became known as the Maroons. Meanwhile, on the coast, the English built the settlement of Port Royal, a base of operations where piracy flourished as so many European rebels had been rejected from their countries to serve sentences on the seas. Captain Henry Morgan, a Welsh plantation owner and privateer, raided settlements and shipping bases from Port Royal, earning him his reputation as one of the richest pirates in the Caribbean.",History of Jamaica | Spanish West Indies,2025-06-22 19:38:19
Caribbean,https://en.wikipedia.org/wiki/Caribbean,"The Caribbean (/ˌkærɪˈbiːən, kəˈrɪbiən/ KARR-ih-BEE-ən, kə-RIB-ee-ən, locally /ˈkærɪbiæn/ KARR-ih-bee-an; Spanish: el Caribe; French: les Caraïbes; Dutch: de Caraïben) is a region in the middle of the Americas centered around the Caribbean Sea in the North Atlantic Ocean, mostly overlapping with the West Indies. Bordered by North America to the north, Central America to the west, and South America to the south, it comprises numerous islands, cays, islets, reefs, and banks. It includes the Lucayan Archipelago, Greater Antilles, and Lesser Antilles of the West Indies; the Quintana Roo islands and Belizean islands of the Yucatán Peninsula; and the Bay Islands, Miskito Cays, Archipelago of San Andrés, Providencia, and Santa Catalina, Corn Islands, and San Blas Islands of Central America. It also includes the coastal areas on the continental mainland of the Americas bordering the region from the Yucatán Peninsula in North America through Central America to the Guianas in South America. Situated largely on the Caribbean plate, the region has thousands of islands, islets, reefs, and cays. Island arcs delineate the northern and eastern edges of the Caribbean Sea: the Greater Antilles in the north and the Lesser Antilles, which includes the Leeward Islands, Windward Islands, and the Leeward Antilles, to the east and south. The nearby northwestern Lucayan Archipelago, comprising The Bahamas and the Turks and Caicos Islands, and the island of Barbados in the Lesser Antilles, are considered to be a part of the Caribbean despite not bordering the Caribbean Sea. All the islands in the Antilles, including the Lucayan Archipelago, form the West Indies, a term often interchangeable with the Caribbean. The archipelago of Bermuda is not part of the Caribbean, as it lies in the Sargasso Sea to the north, but it is an associate member of the Caribbean Community. On the continental mainland of the Americas, the Caribbean coasts of Mexico, Central America, and South America, including the",Caribbean,2025-06-22 19:38:20
Reggae,https://en.wikipedia.org/wiki/Reggae,"Reggae (/ˈrɛɡeɪ/ ⓘ) is a music genre that originated in Jamaica during the late s. The term also denotes the modern popular music of Jamaica and its diaspora. A  single by Toots and the Maytals, ""Do the Reggay"", was the first popular song to use the word reggae, effectively naming the genre and introducing it to a global audience. Reggae is rooted in traditional Jamaican Kumina, Pukkumina, Revival Zion, Nyabinghi, and burru drumming. Jamaican reggae music evolved out of the earlier genres mento, ska and rocksteady. Reggae usually relates news, social gossip, and political commentary. It is recognizable from the counterpoint between the bass and drum downbeat and the offbeat rhythm section. The immediate origins of reggae were in ska and rocksteady; from the latter, reggae took over the use of the bass as a percussion instrument. Stylistically, reggae incorporates some of the musical elements of rhythm and blues, jazz, mento (a celebratory, rural folk form that served its largely rural audience as dance music and an alternative to the hymns and adapted chanteys of local church singing), calypso, and also draws influence from traditional African folk rhythms. One of the most easily recognizable elements is offbeat rhythms; staccato chords played by a guitar or piano (or both) on the offbeats of the measure. The tempo of reggae is usually slower-paced than both ska and rocksteady. The concept of call and response can be found throughout reggae music. The genre of reggae music is led by the drum and bass. Some key players in this sound are Jackie Jackson from Toots and the Maytals, Carlton Barrett from Bob Marley and the Wailers, Lloyd Brevett from the Skatalites, Paul Douglas from Toots and the Maytals, Lloyd Knibb from the Skatalites, Winston Grennan, Sly Dunbar, and Anthony ""Benbow"" Creary from the Upsetters. The bass guitar often plays the dominant role in reggae. The bass sound in reggae is thick and heavy, and equalized so the upper frequencies are removed and the",Reggae | Jamaican styles of music | Intangible Cultural Heritage of Humanity | 1960s in music,2025-06-22 19:38:21
Rastafari,https://en.wikipedia.org/wiki/Rastafari,"Rastafari is an Abrahamic religion that developed in Jamaica during the s. It is classified as both a new religious movement and a social movement by scholars of religion. There is no central authority in control of the movement and much diversity exists among practitioners, who are known as Rastafari, Rastafarians, or Rastas. Rastafari beliefs are based on an interpretation of the Bible. Central to the religion is a monotheistic belief in a single God, referred to as Jah, who partially resides within each individual. Rastas accord key importance to Haile Selassie, Emperor of Ethiopia between  and , who is regarded variously as the Second Coming of Jesus, Jah incarnate, or a human prophet. Rastafari is Afrocentric and focuses attention on the African diaspora, which it believes is oppressed within Western society, or ""Babylon"". Many Rastas call for this diaspora's resettlement in Africa, a continent they consider the Promised Land, or ""Zion"". Rastas refer to their practices as ""livity"", which includes adhering to Ital dietary requirements, wearing their hair in dreadlocks, and following patriarchal gender roles. Communal meetings are known as ""groundations"", and are typified by music, chanting, discussions, and the smoking of cannabis, the latter regarded as a sacrament with beneficial properties. Rastafari originated among impoverished and socially disenfranchised Afro-Jamaican communities in s Jamaica. Its Afrocentric ideology was largely a reaction against Jamaica's then-dominant British colonial culture. It was influenced by both Ethiopianism and the Back-to-Africa movement promoted by black nationalist figures such as Marcus Garvey. The religion developed after several Protestant Christian clergymen, most notably Leonard Howell, proclaimed that Haile Selassie's crowning as Emperor of Ethiopia in  fulfilled a Biblical prophecy. By the s, Rastafari's countercultural stance had brought the movement into conflict with wider Jamaican society, including violent clash",Rastafari | Abrahamic religions | Afro-Caribbean religion | Cannabis and religion | Cultural depictions of Haile Selassie,2025-06-22 19:38:23
Marcus Garvey,https://en.wikipedia.org/wiki/Marcus_Garvey,"Marcus Mosiah Garvey Jr. ONH ( August  –  June ) was a Jamaican political activist. He was the founder and first President-General of the Universal Negro Improvement Association and African Communities League (UNIA-ACL) (commonly known as UNIA), through which he declared himself Provisional President of Africa. Garvey was ideologically a black nationalist and Pan-Africanist. His ideas came to be known as Garveyism. Garvey was born into a moderately prosperous Afro-Jamaican family in Saint Ann's Bay and was apprenticed into the print trade as a teenager. Working in Kingston, he became involved in trade unionism. He later lived briefly in Costa Rica, Panama, and England. On returning to Jamaica, he founded the UNIA in . In , he moved to the United States and established a UNIA branch in New York City's Harlem district. Emphasising unity between Africans and the African diaspora, he campaigned for an end to European colonial rule in Africa and advocated the political unification of the continent. He envisioned a unified Africa as a one-party state, governed by himself, that would enact laws to ensure black racial purity. Although he never visited the continent, he was committed to the Back-to-Africa movement, arguing that part of the diaspora should migrate there. Garveyist ideas became increasingly popular, and the UNIA grew in membership. His black separatist views—and his relationship with white racists like the Ku Klux Klan (KKK) in the interest of advancing their shared goal of racial separatism—caused a division between Garvey and other prominent African-American civil rights activists such as W. E. B. Du Bois, who promoted racial integration. Believing that black people needed to be financially independent from white-dominated societies, Garvey launched various businesses in the U.S., including the Negro Factories Corporation and Negro World newspaper. In , he became President of the Black Star Line shipping and passenger company, designed to forge a link betwee",1887 births | 1940 deaths | 20th-century criminals | 20th-century Jamaican businesspeople | 20th-century Jamaican journalists,2025-06-22 19:38:24
